source,date,rating,text,author,clean_text,word_count
Play Store,2026-07-15 23:16:10,1,"kindly don't rely on Swiggy for ordering food from train. have a back up plan. we have placed order at 4PM for delivery at 6:30 PM and train was also delayed for one hour. but food is not delivered. we have tired contacting customer support for help 3 times, each time they each different information and lastly they said restaurant didn't accept the order at 9:55 PM. we are not finding any food in train or stations and hungry. atleast we should have been informed timely so that we plan a backup.",rajitha pullagura,"kindly don't rely on swiggy for ordering food from train. have a back up plan. we have placed order at 4pm for delivery at 6:30 pm and train was also delayed for one hour. but food is not delivered. we have tired contacting customer support for help 3 times, each time they each different information and lastly they said restaurant didn't accept the order at 9:55 pm. we are not finding any food in train or stations and hungry. atleast we should have been informed timely so that we plan a backup.",92
Play Store,2026-07-15 23:11:12,1,Item is very oily and it's not shawarma. I ordered special chicken shawarma but delivered egg rolls . I need refund. Disgusting experience.,Umme Farhana Sultana,item is very oily and it's not shawarma. i ordered special chicken shawarma but delivered egg rolls . i need refund. disgusting experience.,23
Play Store,2026-07-15 23:06:59,1,HP gas cylinder not showing up yet in bangalore Sarjapur 562125.,Jatin Dadhaniya,hp gas cylinder not showing up yet in bangalore sarjapur 562125.,11
Play Store,2026-07-15 23:06:13,1,Worst Experience with your delivery partner and your team no response no delivery . delivery Guy has eaten my order.,Varsha James,worst experience with your delivery partner and your team no response no delivery . delivery guy has eaten my order.,20
Play Store,2026-07-15 23:01:03,1,"scammers who removed the cancel order option, and now are forcing to converse with a chat bot that doesn't process cancellations. even though I immediately tried cancelling. zomato used to be s}{it but now you're all in the same boat. shame you can auto reply to my review but your stupidass bot can't even process a cancellation quickly.",Shraavan Acharya,"scammers who removed the cancel order option, and now are forcing to converse with a chat bot that doesn't process cancellations. even though i immediately tried cancelling. zomato used to be s}{it but now you're all in the same boat. shame you can auto reply to my review but your stupidass bot can't even process a cancellation quickly.",58
Play Store,2026-07-15 22:54:21,1,Absolutely horrible customer service experience. A useless bot that provides no help or solution!,Balasundaran Rajendran,absolutely horrible customer service experience. a useless bot that provides no help or solution!,14
Play Store,2026-07-15 22:54:15,1,pathetic customer service. wrong order sent. only AI response no actually human being to resolve the problem,Vikas yadav,pathetic customer service. wrong order sent. only ai response no actually human being to resolve the problem,17
Play Store,2026-07-15 22:51:31,1,Sent broken Waffle Cone and refused to refund. Swiggy doesn't care about its customers.,Pulkit Trehan,sent broken waffle cone and refused to refund. swiggy doesn't care about its customers.,14
Play Store,2026-07-15 22:50:47,1,Disgusting!! They charge more than the item price for delivery.,Arpan Bhattacharya,disgusting!! they charge more than the item price for delivery.,10
Play Store,2026-07-15 22:38:03,5,ok solanki krk kg ch sc lb gl,Md Tarique,ok solanki krk kg ch sc lb gl,8
Play Store,2026-07-15 22:36:35,1,I order food in train but after 5 hours still not received delivere the food then I received the call your order is cancelled then y accept the order,Najat Pestcontrol,i order food in train but after 5 hours still not received delivere the food then i received the call your order is cancelled then y accept the order,29
Play Store,2026-07-15 22:33:56,5,"I just started using this app , I hope it will give me a better result",Master Zaid,"i just started using this app , i hope it will give me a better result",16
Play Store,2026-07-15 22:30:27,1,worse experience with this app... most of the time received damage food or spoiled food because of rides... there behaviour is very bad... and they have worst supporting team... never gives solution to any thing... never accept there faults also... most of the time supporting agent is not available to take calls or have a chat with the issue... delivery time will show 40 to 45min but every time I am getting it after 2hrs or almost 2hrs,swaroop maity,worse experience with this app... most of the time received damage food or spoiled food because of rides... there behaviour is very bad... and they have worst supporting team... never gives solution to any thing... never accept there faults also... most of the time supporting agent is not available to take calls or have a chat with the issue... delivery time will show 40 to 45min but every time i am getting it after 2hrs or almost 2hrs,78
Play Store,2026-07-15 22:25:05,1,poor sarvice 1.5km delivery 1hour poor sarvice frod,Kiran Jaiswal,poor sarvice 1.5km delivery 1hour poor sarvice frod,8
Play Store,2026-07-15 22:21:16,1,"worst app to order food, do not provide the food in the estimated time nor is user friendly, you can't even understand what the hell goes on the app while food is being delivered. zomato is much better use that",Enaya Syed,"worst app to order food, do not provide the food in the estimated time nor is user friendly, you can't even understand what the hell goes on the app while food is being delivered. zomato is much better use that",40
Play Store,2026-07-15 22:14:58,2,"Swiggy doesnt provide actual customer support and only provides ai enabled agent responses, if they want to improve their app they should have actual agents respond to the issue and even sort it out . I faced the same issue they just said to approach them from the email and will reply in 6-8 working hours but they are just draaging the process unnecessarily so that no refund will have to be initiated as the restaurant was fraud but they didn't take any action or provide any refund",Pashan’s World,"swiggy doesnt provide actual customer support and only provides ai enabled agent responses, if they want to improve their app they should have actual agents respond to the issue and even sort it out . i faced the same issue they just said to approach them from the email and will reply in 6-8 working hours but they are just draaging the process unnecessarily so that no refund will have to be initiated as the restaurant was fraud but they didn't take any action or provide any refund",88
Play Store,2026-07-15 22:13:40,1,I was worst app always shows the wrong timings for delivery last 70 mins it's shows the order will deliver 5mins and 6mins,Raju Naidu,i was worst app always shows the wrong timings for delivery last 70 mins it's shows the order will deliver 5mins and 6mins,23
Play Store,2026-07-15 22:12:01,1,"One Blck is a scam. no priority support nothing, you get to talk to an AI only. Took more than 20 mins to finally connect to a human after trying to make the stupid bot understand that the delivery person isn't moving.",Gokul,"one blck is a scam. no priority support nothing, you get to talk to an ai only. took more than 20 mins to finally connect to a human after trying to make the stupid bot understand that the delivery person isn't moving.",42
Play Store,2026-07-15 22:10:19,1,"Assistance is dumb AI ,no support for any issue, delivery partner fraud",Rohini Nidhi,"assistance is dumb ai ,no support for any issue, delivery partner fraud",12
Play Store,2026-07-15 22:08:19,1,"Very disappointed with the service. I ordered a 'Paneer Tikka Garlic Bread' but received an 'Onion and Corn' one instead. It's frustrating when the order is completely wrong. I've already raised a complaint in the app, but the overall experience was poor. Poor quality control",Airbus & Boeing,"very disappointed with the service. i ordered a 'paneer tikka garlic bread' but received an 'onion and corn' one instead. it's frustrating when the order is completely wrong. i've already raised a complaint in the app, but the overall experience was poor. poor quality control",45
Play Store,2026-07-15 22:06:05,1,"This is very dirty, he always brings cold food and no matter how many times you order, it gets cancelled automatically and you waste two to four hours unnecessarily.",Raj Kumar,"this is very dirty, he always brings cold food and no matter how many times you order, it gets cancelled automatically and you waste two to four hours unnecessarily.",29
Play Store,2026-07-15 22:02:36,1,Terrible experience with pathetic service. I mistakenly ordered 2 same items and requested to return one of them to which they blatantly denied. Beggars. Please don't use this app.,Ayush,terrible experience with pathetic service. i mistakenly ordered 2 same items and requested to return one of them to which they blatantly denied. beggars. please don't use this app.,29
Play Store,2026-07-15 22:01:39,1,"this is worst app to order food I had faced multiple time issues with ordering food with this app. their cc is worst they don't bother to help even if wrong food or uncooked, unhygienic food is delivered and they even reply with such comment on emails, I had shared clear pic of wrong uncooked item delivery. so if you don't want to waste money stop using Swiggy. better use zomato, their cc is much reliable.",Uma Bhowmik,"this is worst app to order food i had faced multiple time issues with ordering food with this app. their cc is worst they don't bother to help even if wrong food or uncooked, unhygienic food is delivered and they even reply with such comment on emails, i had shared clear pic of wrong uncooked item delivery. so if you don't want to waste money stop using swiggy. better use zomato, their cc is much reliable.",76
Play Store,2026-07-15 21:59:09,1,i ordered food everytime I got feel bad luck for myself and Swiggy users too ...the restaurant on the Swiggy even don't provide curtley because they don't have ...almost dhabas are registered... no hiegiene almost 0 food quality 0 packaging even don't know how to surve a customer,Sandeep Tanwar,i ordered food everytime i got feel bad luck for myself and swiggy users too ...the restaurant on the swiggy even don't provide curtley because they don't have ...almost dhabas are registered... no hiegiene almost 0 food quality 0 packaging even don't know how to surve a customer,48
Play Store,2026-07-15 21:56:47,5,Accurate readings make me feel more prepared for the future.,Doraemon Nobita,accurate readings make me feel more prepared for the future.,10
Play Store,2026-07-15 21:54:17,1,order not received given to other person. not responding to calls. pl. remit my amount back to my account.,A N Srinivasa Rao,order not received given to other person. not responding to calls. pl. remit my amount back to my account.,19
Play Store,2026-07-15 21:51:15,1,no support anymore... late order... different items received..they don't give a damn... not worth the commission they are getting!!!,Puneet Sharma,no support anymore... late order... different items received..they don't give a damn... not worth the commission they are getting!!!,19
Play Store,2026-07-15 21:46:34,5,very user friendly application with lots of offers and food options,Surya Prakash,very user friendly application with lots of offers and food options,11
Play Store,2026-07-15 21:38:57,1,I didn't receive my order and in application it's showing delivered connect with customer support but didn't get any solution yet,Nasir Shaikh,i didn't receive my order and in application it's showing delivered connect with customer support but didn't get any solution yet,21
Play Store,2026-07-15 21:33:58,4,It's still the best app for ordering food. only issue is it does not allows to change rating or write review if one forgets for restaurants.,Amar Harode,it's still the best app for ordering food. only issue is it does not allows to change rating or write review if one forgets for restaurants.,26
Play Store,2026-07-15 21:33:13,1,for readymade items too cancellation with in a minute is 100% cancellation charges. draconian one way polices,Sasidhar V,for readymade items too cancellation with in a minute is 100% cancellation charges. draconian one way polices,17
Play Store,2026-07-15 21:31:49,1,horrible customer service. and now ai chat bots make it extremely difficult to navigate,Vivienne Sarky,horrible customer service. and now ai chat bots make it extremely difficult to navigate,14
Play Store,2026-07-15 21:22:43,1,very bad service if my order is not delivered by delivery partner then Swiggy can reorder but no Swiggy didn't do it because I ordered by discount thats why Swiggy didn't reordered.,Shivam Pandey,very bad service if my order is not delivered by delivery partner then swiggy can reorder but no swiggy didn't do it because i ordered by discount thats why swiggy didn't reordered.,32
Play Store,2026-07-15 21:18:57,1,bad quality items.... i order litchi ....i recieved damaged fruit with experience lot of time,Shwetha G,bad quality items.... i order litchi ....i recieved damaged fruit with experience lot of time,15
Play Store,2026-07-15 21:17:09,2,"Initially the app performed well. For the past several months, deliveries have been consistently delayed, with the app displaying 2 minutes for over 30 minutes. While I understand that operational constraints may arise, Swiggy has a responsibility to proactively inform customers of delays so they can make alternative arrangements. This approach would be fair to both parties. Instead, customers are left waiting based on inaccurate timelines, which is deeply disappointing and unfair.",Anupama,"initially the app performed well. for the past several months, deliveries have been consistently delayed, with the app displaying 2 minutes for over 30 minutes. while i understand that operational constraints may arise, swiggy has a responsibility to proactively inform customers of delays so they can make alternative arrangements. this approach would be fair to both parties. instead, customers are left waiting based on inaccurate timelines, which is deeply disappointing and unfair.",72
Play Store,2026-07-15 21:08:12,1,That's a frod app. No query is done properly.,Pujan Das,that's a frod app. no query is done properly.,9
Play Store,2026-07-15 21:03:35,1,"worst experience, despite being a regular customer they have been very careless with me. I have deleted the app would never return back for sure.",ajay raghav,"worst experience, despite being a regular customer they have been very careless with me. i have deleted the app would never return back for sure.",25
Play Store,2026-07-15 21:02:54,3,"They promise to refund the packaging charges, platform fee and delivery charges in the form of a cashback which automatically applies on the next order. But it was a scam. no cashback received till date even after complaining about it to the inbuilt customer support as well as emailing their customer support.",Raj Ghoshal,"they promise to refund the packaging charges, platform fee and delivery charges in the form of a cashback which automatically applies on the next order. but it was a scam. no cashback received till date even after complaining about it to the inbuilt customer support as well as emailing their customer support.",52
Play Store,2026-07-15 20:56:18,1,We have ordered the food on train the delivery partner coming to station after the train departure from station there is no response from the delivery partner or care. We don't get food because that was the last station showing on the app.,Pappu Chauhan,we have ordered the food on train the delivery partner coming to station after the train departure from station there is no response from the delivery partner or care. we don't get food because that was the last station showing on the app.,43
Play Store,2026-07-15 20:47:47,1,STOP USING SWIGGY THEIR CUSTOMER SUPPORT IS NON FUCTIONAL. SWIGGY IS PROFIT ORIENTED AND NOW AND WILL SOON LOOSE THE MARKET. I HAVE TRIED MANY TIMES AND NOW UNISTALL THIS ZERO STARTED APP.,Chandresh,stop using swiggy their customer support is non fuctional. swiggy is profit oriented and now and will soon loose the market. i have tried many times and now unistall this zero started app.,33
Play Store,2026-07-15 20:28:08,2,"To deliver the items, it took more time then it was showing",Shefali Tambekar,"to deliver the items, it took more time then it was showing",12
Play Store,2026-07-15 20:22:54,1,"zero rating the delivery agent does not deliver all products. They steal (Devindr Bajantri in Manipal ) stole the costliest pizza, when packing video was sent to customer support they said they cannot refund and closed ticket",kavya mv,"zero rating the delivery agent does not deliver all products. they steal (devindr bajantri in manipal ) stole the costliest pizza, when packing video was sent to customer support they said they cannot refund and closed ticket",37
Play Store,2026-07-15 20:17:01,3,"Not able to place order by UPI, and cash on delivery.",Bhavna Parmar,"not able to place order by upi, and cash on delivery.",11
Play Store,2026-07-15 20:10:57,5,Best way to order food and easy way to buy groceries through Instamart love this app,krishna actor,best way to order food and easy way to buy groceries through instamart love this app,16
Play Store,2026-07-15 20:06:20,3,"keeps crashing after order. can't track or check order, can do rest. happening since last month, thought maybe a bug. reinstalled app, same issues.",Shamik Sarkar,"keeps crashing after order. can't track or check order, can do rest. happening since last month, thought maybe a bug. reinstalled app, same issues.",24
Play Store,2026-07-15 19:57:26,2,"Navigation sync, Time sync not good in app chat feature and call features also need to improve",Vaishnavi,"navigation sync, time sync not good in app chat feature and call features also need to improve",17
Play Store,2026-07-15 19:56:27,1,very worst customer support. please don't order from Swiggy,Yayaathi Sevvanna,very worst customer support. please don't order from swiggy,9
Play Store,2026-07-15 19:54:11,3,once I order something from Instamart and then go to the delevery page app is continuously crashing not once but happening continuously from few days and all for both for ordering food and grocery,VEDANT WAIRAGADE,once i order something from instamart and then go to the delevery page app is continuously crashing not once but happening continuously from few days and all for both for ordering food and grocery,34
Play Store,2026-07-15 19:51:41,5,"Thanks for fixing all issues. Can you create a way to order from instamart + food orders in a single delivery. Like let's say I want some fruits + protein milk + a restaurant order in a single delivery. I don't want it as a multi delivery but as a combined delivery. Charge extra if needed, but give this option. Thanks!",sai,"thanks for fixing all issues. can you create a way to order from instamart + food orders in a single delivery. like let's say i want some fruits + protein milk + a restaurant order in a single delivery. i don't want it as a multi delivery but as a combined delivery. charge extra if needed, but give this option. thanks!",61
Play Store,2026-07-15 19:48:20,5,please spicy karke bana dena mera ye order,Ayaan Khan,please spicy karke bana dena mera ye order,8
Play Store,2026-07-15 19:46:43,1,Worst swiggy. Ordered veg item even after using filters to show only veg items on instamart. you show non veg items in the list.and thenwhen it got delivered you say we delivered what you ordered.but i am saying u showed non veg item in veg items list and then blame me. HEIGHTS its is....,girish singhvi,worst swiggy. ordered veg item even after using filters to show only veg items on instamart. you show non veg items in the list.and thenwhen it got delivered you say we delivered what you ordered.but i am saying u showed non veg item in veg items list and then blame me. heights its is....,54
Play Store,2026-07-15 19:42:17,1,"Poor response from swiggy. After receiving wrong order and complaing to swiggy, their response ws that they can't do anything. It's better to order from Zomato now onwards.",Kunal Joshi,"poor response from swiggy. after receiving wrong order and complaing to swiggy, their response ws that they can't do anything. it's better to order from zomato now onwards.",28
Play Store,2026-07-15 19:21:05,3,"the offers aint great , too many charges . no use of offering discount to disguise the same price",laxmi Akoju,"the offers aint great , too many charges . no use of offering discount to disguise the same price",19
Play Store,2026-07-15 19:16:46,1,"Very disappointing experience! I ordered a meal but received something completely different. On top of that, I used my coupon code on this order, and when I asked for it back due to their mistake, they clearly refused. This is not acceptable at all. If the fault is from your side, customers should not have to suffer the loss. Extremely poor customer service and zero accountability. Not ordering again!",Kajal Chauhan,"very disappointing experience! i ordered a meal but received something completely different. on top of that, i used my coupon code on this order, and when i asked for it back due to their mistake, they clearly refused. this is not acceptable at all. if the fault is from your side, customers should not have to suffer the loss. extremely poor customer service and zero accountability. not ordering again!",69
Play Store,2026-07-15 19:08:32,5,ab tak tho bast ho bake mara oder pochna ka bad kara ga bhat,anil naidu,ab tak tho bast ho bake mara oder pochna ka bad kara ga bhat,14
Play Store,2026-07-15 19:03:53,1,zomato is much better. time what shows up in swiggy is false. I tested multiple times. on top of this if you want to use it go ahead and experience it.,Revanasiddeshwara V,zomato is much better. time what shows up in swiggy is false. i tested multiple times. on top of this if you want to use it go ahead and experience it.,31
Play Store,2026-07-15 18:56:40,1,"Your services are getting worse day by day. You don't care about your customer experience. if this continues, you will face a huge loss.",Manpreet Shergill (Ruhi),"your services are getting worse day by day. you don't care about your customer experience. if this continues, you will face a huge loss.",24
Play Store,2026-07-15 18:21:40,1,it goes to the homepage automatically and the app is glitching a lot,Aradhana Kejriwal,it goes to the homepage automatically and the app is glitching a lot,13
Play Store,2026-07-15 18:16:41,1,worst and more worse than worst experince today. they have just settled a bot for customer support. customer support is just a joke to this app and its owner. neither they have any official customer care number. oh sorry why they will have that they just care about money not custome.. this delivery app is best but best for nothing.,Harshit shrivastava,worst and more worse than worst experince today. they have just settled a bot for customer support. customer support is just a joke to this app and its owner. neither they have any official customer care number. oh sorry why they will have that they just care about money not custome.. this delivery app is best but best for nothing.,60
Play Store,2026-07-15 17:43:13,1,very hard to find a delivery courier here in nagaland..one star deservung service,Vikhoto Rolnu,very hard to find a delivery courier here in nagaland..one star deservung service,13
Play Store,2026-07-15 17:33:12,1,never deliver order under committed time and also do not provide any refund in case of waiting for hour long and order cancellation,Mitali Goel,never deliver order under committed time and also do not provide any refund in case of waiting for hour long and order cancellation,23
Play Store,2026-07-15 17:26:36,1,Never Trust Swiggy or Instamart. They didnt take any responsibility for orders.Orderes marked as delivered but not handover to me many times.When I call to the customer care they simply said Delivery person is not answering our calls.If you have any Swiggy shares in your portfolio better sell immediately. If any Firm didn't take the responsibility of the user it will collapse soon,Kishore kumar Gurram,never trust swiggy or instamart. they didnt take any responsibility for orders.orderes marked as delivered but not handover to me many times.when i call to the customer care they simply said delivery person is not answering our calls.if you have any swiggy shares in your portfolio better sell immediately. if any firm didn't take the responsibility of the user it will collapse soon,63
Play Store,2026-07-15 17:11:58,1,lawda lo swiggy moda laga vundi koja laga chi,Lasya Uki,lawda lo swiggy moda laga vundi koja laga chi,9
Play Store,2026-07-15 16:44:58,1,sold me fake product work 10k even though I am a Swiggy black member the support simply went unresponsive while claiming to provide priority support..,Yogesh Mathur,sold me fake product work 10k even though i am a swiggy black member the support simply went unresponsive while claiming to provide priority support..,25
Play Store,2026-07-15 16:36:58,1,"Sbse bakvash sarvice hai tum logo ki, 1 baje order utha ke 3:30 baje muje pichaya hai, or upr se help line vale bolre hai sir hum isme kuch nahi kar shakte. nahi cantrol hora hai to band krdo, mene to delete hi krdi hai ye",Aryan Chaudhary,"sbse bakvash sarvice hai tum logo ki, 1 baje order utha ke 3:30 baje muje pichaya hai, or upr se help line vale bolre hai sir hum isme kuch nahi kar shakte. nahi cantrol hora hai to band krdo, mene to delete hi krdi hai ye",46
Play Store,2026-07-15 16:34:34,1,such pathetic customer service from Swiggy. I got wrong food order from Swiggy and i complaint about that nobody listened and provide a good resolution after that I also mailed on your respective mail IDs then also you guys are not reflecting back and refunding my money. how pathetic are your services. never going to order from Swiggy again.,Kratika Maurya,such pathetic customer service from swiggy. i got wrong food order from swiggy and i complaint about that nobody listened and provide a good resolution after that i also mailed on your respective mail ids then also you guys are not reflecting back and refunding my money. how pathetic are your services. never going to order from swiggy again.,59
